cluster 1	cluster 2	cluster 3	cluster 4	cluster 5	cluster 6	cluster 7	cluster 8	cluster 9	cluster 10	cluster 11	cluster 12	cluster 13	cluster 14	cluster 15	cluster 16	cluster 17	cluster 18	cluster 19	cluster 20	cluster 21	cluster 22	cluster 23	cluster 24	cluster 25	cluster 26	cluster 27	cluster 28	cluster 29	cluster 30	cluster 31	cluster 32
regulation of protein dephosphorylation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.62640500896479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.33953942221994
reactive oxygen species biosynthetic process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.62640500896479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
positive regulation of blood circulation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.62640500896479	0	0	0	0	0	0	0	2.04173184584362	0	0	0	0	0	0	0	0	0
positive regulation of leukocyte mediated immunity	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.61208075772156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
alpha-beta T cell differentiation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.60418811578122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cyclic nucleotide catabolic process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
second-messenger-mediated signaling	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
relaxation of muscle	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
regulation of heart contraction	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
release of sequestered calcium ion into cytosol	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	3.06813114533681	0	0	2.25331124765901	0	0	0	0	0
blood coagulation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.76183811205721	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
coagulation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.74953521600179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
phototransduction, visible light	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.10222440527526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
oocyte development	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.96359658832413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
response to macrophage colony-stimulating factor	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.77166721015493	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cellular response to macrophage colony-stimulating factor stimulus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.77166721015493	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
negative regulation of vascular permeability	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.77166721015493	0	1.75954674126872	0	0	0	0	0	0	0	0	0	0	0	0	0	0
detection of visible light	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.61028624972945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.63641760579735
negative regulation of synaptic transmission	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.59281382428386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
V(D)J recombination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.53535409398576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
positive regulation of cardiac muscle hypertrophy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.1813707150439	0	0	0	0	0	0	0	0	0	0	0	0	1.71811317083225	0	0	0
positive regulation of cytokine production	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.07925105990455	0	0	0	0	0	0	0	0	0	0	2.78895091197819	0	0	0	0	0
female gamete generation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.05356794128408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
peptidyl-serine phosphorylation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.96978021435174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
retina development in camera-type eye	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.82831075193285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cellular response to abiotic stimulus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.81616726455642	0	0	0	0	0	0	0	2.61045016412803	0	0	0	0	0	0	0	0
positive regulation of protein kinase activity	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.80997360047465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mast cell activation involved in immune response	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.7677682477737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mast cell degranulation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.7677682477737	0	0	0	0	0	0	0	0	0	0	2.00232634437321	0	0	0	0	0
leukocyte cell-cell adhesion	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.76412730520335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mast cell mediated immunity	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.74200637197075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
positive regulation of reproductive process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.74200637197075	0	0	0	0	0	0	0	1.86380894540984	0	0	0	0	0	0	0	0
telomere capping	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.70014210753836	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
regulation of MAP kinase activity	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.67582028671448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lysosome localization	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.57696458686937	0	0	0	0	0	0	0	0	0	0	1.80062879821258	0	0	0	0	0
negative regulation of mononuclear cell proliferation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.57696458686937	0	0	0	0	0	0	0	0	0	0	1.80062879821258	0	0	0	0	0
negative regulation of lymphocyte proliferation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.57696458686937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cellular response to insulin stimulus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.55784866289875	0	0	0	0	0	0	1.63845295879474	0	0	0	0	0	0	0	0	0
signal transduction involved in mitotic G1 DNA damage checkpoint	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.55784866289875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
intracellular signal transduction involved in G1 DNA damage checkpoint	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.55784866289875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
somatic diversification of immune receptors	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.55458673441107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
leukocyte degranulation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.53816313579076	0	0	0	0	0	0	0	0	0	0	3.85533584682436	0	0	0	0	0
negative regulation of immune system process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.53435858298803	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
vasodilation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.53183309119939	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
somitogenesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.52237181918975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
double-strand break repair via nonhomologous end joining	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.52237181918975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
folic acid-containing compound metabolic process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pteridine-containing compound metabolic process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
folic acid-containing compound biosynthetic process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pteridine-containing compound biosynthetic process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cellular modified amino acid biosynthetic process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
enteric nervous system development	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.34141384207109	0	0	0	0	0	0	0	2.80651355976685	0	0	0	0	0	0	0
glycine metabolic process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.99557565852933	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lung epithelial cell differentiation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.83106892366306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcription initiation from RNA polymerase II promoter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.6582510579859	0	4	0	0	0	4	0	1.92295197740193	0	0	0	3.91583824762149	0	0	0
positive regulation of oxidoreductase activity	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.52273276807736	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
regulation of phospholipase activity	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.37124335306823	0	0	0	0	0	0	0	0	0	4	0	2.31508846754195	0	0	0
intracellular receptor signaling pathway	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.31692646992948	0	4	0	0	0	4	0	0	0	0	0	1.73639386845781	0	0	0
positive regulation of protein kinase B signaling	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.19971914632323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
water-soluble vitamin metabolic process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.14090200811586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
regulation of lipid transport	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.10664141294259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
response to peptide hormone	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.9636966654772	0	4	0	0	0	0	0	0	0	2.72173662570499	0	0	0	0	0
regulation of neuron maturation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.78370260291363	0	0	0	0	0	0	0	2.8481875410568	0	0	0	0	0	0	0
low-density lipoprotein particle receptor biosynthetic process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.78370260291363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
regulation of cholesterol esterification	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.77003589716609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
low-density lipoprotein particle remodeling	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.77003589716609	0	0	0	0	0	0	0	0	0	0	0	0	0	1.71565683667374	0
regulation of phagocytosis, engulfment	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.77003589716609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
regulation of removal of superoxide radicals	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.77003589716609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
regulation of RNA polymerase II transcriptional preinitiation complex assembly	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.75833011811897	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
regulation of membrane invagination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.75833011811897	0	0	0	0	0	1.67961462207413	0	0	0	0	0	0	0	0	0
lipoprotein transport	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.7524926423983	0	0	0	0	0	1.66772468197615	0	0	0	0	0	0	0	0	0
lipoprotein localization	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.7524926423983	0	0	0	0	0	1.66772468197615	0	0	0	0	0	0	0	0	0
negative regulation of telomerase activity	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.7524926423983	0	0	0	0	0	1.66772468197615	0	0	0	0	0	0	0	0	0
low-density lipoprotein receptor particle metabolic process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.73932995732547	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
positive regulation of fatty acid oxidation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.73932995732547	0	0	0	0	0	3.14212518851317	0	0	0	0	0	0	0	0	0
organic hydroxy compound transport	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.7315178930514	0	0	0	0	0	0	3.97588275990383	4	0	0	0	0	0	0	0
corticosteroid hormone secretion	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.7315178930514	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
regulation of corticosteroid hormone secretion	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.7315178930514	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
connective tissue development	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.67914055218169	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
regulation of interferon-gamma-mediated signaling pathway	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.67914055218169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cytoplasmic sequestering of transcription factor	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.6727464557636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
regulation of response to interferon-gamma	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.6727464557636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cell aggregation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.6727464557636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
purine nucleoside monophosphate biosynthetic process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
purine ribonucleoside monophosphate biosynthetic process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
guanosine-containing compound biosynthetic process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GMP metabolic process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
purine nucleotide catabolic process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
protein homotetramerization	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.79282836417371	0	0	0	0	2.2479620268806	0	2.79080007144044	0	0	0	0	0	0	0
potassium ion import	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.09410603370385	0	0	0	0	0	0	0	0	0	0	0	0	0	0
organic hydroxy compound catabolic process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.59303159208915	0	0	0	0	0	0	0	2.27445332765199	0	0	0	0	0	0
mammary gland development	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.96300187227523	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mitotic cell cycle phase transition	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.94227298247253	0	0	0	0	0	0	0	0	0	0	0	0	0	0
negative regulation of secretion by cell	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.78680824075329	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hydrogen peroxide biosynthetic process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.74918684336205	0	0	0	0	0	0	0	0	0	0	0	0	0	0
regulation of vascular endothelial growth factor signaling pathway	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.74918684336205	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cGMP-mediated signaling	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.72826018421442	0	0	0	0	0	0	0	0	0	0	0	0	0	0
regulation of cellular response to vascular endothelial growth factor stimulus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.72826018421442	0	0	0	0	0	0	0	0	0	0	0	0	0	0
regulation of skeletal muscle adaptation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.70577490632753	0	0	0	0	0	0	0	0	0	0	0	0	0	0
regulation of vasculogenesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.677712593325	0	0	0	0	0	0	0	0	0	0	0	0	0	0
positive regulation of p38MAPK cascade	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.65052229715088	0	0	0	0	0	0	0	0	0	0	0	0	0	0
reactive oxygen species metabolic process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.62532803097934	0	0	0	0	0	0	2.40508721980615	0	0	0	0	0	0	0
genitalia development	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
sex differentiation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.99590804881667	0	0	0	0	0	0	0	2.69373769933403	0	0	0	0	0
maternal process involved in female pregnancy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.48826339198965	0	0	0	0	0	0	0	0	0	0	0	0	0
negative regulation of leukocyte chemotaxis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.04648647009049	0	0	0	0	0	0	0	0	0	0	0	0	0
branching involved in mammary gland duct morphogenesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.70812725378545	0	0	0	0	0	0	0	0	0	0	0	0	0
macrophage chemotaxis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.63238239500646	0	0	0	0	0	0	0	0	0	0	0	0	0
organ growth	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.58185946841826	0	0	0	0	0	0	0	0	0	0	0	0	0
negative regulation of chemotaxis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.17832180308703	0	0	0	0	0	0	0	0	0	0	0	0	0
response to activity	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.05516932674954	0	0	0	0	0	0	0	0	0	0	0	0	0
quaternary ammonium group transport	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
fatty acid beta-oxidation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
cholesterol biosynthetic process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.3327029889416	0	0	0	0	0	0	0	0	0	0	0	0
cholesterol metabolic process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.68862790841738	0	0	0	0	0	0	0	0	0	0	0	0
adult behavior	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
ionotropic glutamate receptor signaling pathway	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
multicellular organismal movement	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	2.88828429770041
musculoskeletal movement	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	2.88828429770041
protein heterooligomerization	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.31835789722247	0	0	0	0	0	0	0	0	0	0	0
detection of mechanical stimulus involved in sensory perception of sound	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.87340024118227	0	0	0	0	0	0	0	0	0	0	0
regulation of neurotransmitter secretion	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.90501129776492	0	0	0	0	0	0	0	0	0	0	0
regulation of tumor necrosis factor-mediated signaling pathway	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.87531067740238	0	0	0	0	0	0	0	0	0	0	0
regulation of synapse assembly	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.57415356440891	0	0	0	0	0	0	0	0	0	0	0
B cell activation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.55606744146401	0	0	0	0	0	3.65089377819877	0	0	0	0	0
protein folding	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.26929241836322	0	0	0	0	0	0	0	0	0	0
DNA geometric change	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.26929241836322	0	0	0	0	0	0	0	0	0	0
positive regulation of viral life cycle	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.26929241836322	0	0	0	0	0	0	0	0	0	0
protein peptidyl-prolyl isomerization	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.45707566323119	0	0	0	0	0	0	0	0	0	0
mitotic recombination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.45707566323119	0	0	0	0	0	0	0	0	0	0
reciprocal DNA recombination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.45707566323119	0	0	0	0	0	0	0	0	0	0
mitochondrial membrane organization	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.03703564211589	0	0	0	0	0	0	0	0	0	0
viral life cycle	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.98202041851925	0	0	0	0	0	0	0	0	0	0
ERBB signaling pathway	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.76565628124556	0	0	0	0	0	0	0	0	0	0
response to unfolded protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.69513865356098	0	0	0	0	0	0	0	0	0	0
positive regulation of protein import into nucleus, translocation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.61895653553067	0	0	0	0	0	0	0	0	0	0
ATF6-mediated unfolded protein response	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.61895653553067	0	0	0	0	0	0	0	0	0	0
positive regulation of cell size	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.61895653553067	0	0	0	0	0	0	0	0	0	0
chaperone-mediated autophagy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.61895653553067	0	0	0	0	0	0	0	0	0	0
establishment of protein localization to mitochondrial membrane	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.61895653553067	0	0	0	0	0	0	0	0	0	0
negative regulation of ATPase activity	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.61895653553067	0	0	0	0	0	0	0	0	0	0
exogenous drug catabolic process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.61895653553067	0	0	0	0	0	0	0	0	0	0
positive regulation of cardiac muscle contraction	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.61895653553067	0	0	0	0	0	0	0	0	0	0
cellular response to arsenic-containing substance	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.61895653553067	0	0	0	0	0	0	0	0	0	0
cellular response to ATP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.61895653553067	0	0	2.7653373236479	0	0	0	0	0	0	0
regulation of proton transport	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.59198542808283	0	0	0	0	0	0	0	0	0	0
positive regulation by host of viral transcription	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5803509673849	0	0	0	0	0	0	0	0	0	0
regulation of oxidative phosphorylation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5803509673849	0	0	0	0	0	0	0	0	0	0
lipid particle organization	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5803509673849	0	0	0	0	0	0	0	0	0	0
chaperone-mediated protein complex assembly	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5803509673849	0	0	0	0	0	0	0	0	0	0
mitochondrial transport	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.56579036293478	0	0	0	0	0	0	0	0	0	0
glandular epithelial cell differentiation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
monocarboxylic acid transport	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
growth plate cartilage development	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
ventricular cardiac muscle cell differentiation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
endochondral bone growth	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
reproductive structure development	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
negative regulation of cartilage development	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
response to retinoic acid	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	4	0	0	0	0	0
regulation of myelination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
ensheathment of neurons	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
axon ensheathment	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
negative regulation of macrophage derived foam cell differentiation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.2013874437746	0	0	0	0	0	0	0	0	0
negative regulation of inflammatory response	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.01013009811851	0	0	0	0	0	0	0	0	0
negative regulation of smooth muscle cell migration	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.98173611233056	0	0	0	0	0	0	0	0	0
